PLAYER_ID,POSITION
1631044,F
1642534,G
1628886,G
1641656,F
1631009,G
1628269,F
1641650,F-G
1628277,G
1631032,F-C
1627672,G
202250,C
204323,F
1630471,G
1628890,G
204322,C-F
1627669,G
1642291,F
1630150,G
1642289,C
1630389,G
1630446,F
1628263,G
204330,F
1629488,F
1627671,G
1628273,F
1627676,G
1629497,G
1631135,C
1630096,G-F
1631007,G
201886,F-G
203826,F
1628280,F
203838,C-F
1641698,F
1630112,G
1630149,F
1642244,G
1642292,G
203827,F
1641661,G
1641654,C
1629479,C
1642240,G-F
1641652,F
1629480,C
1629481,G
1628909,G
1631019,F
1628929,G
1641687,F
1641648,F-C
1631086,G
203024,F
1627701,C
204365,G
1642286,G
1629478,F
1641658,G
1629498,G
1631006,F
1631031,F-C
202252,F
1628276,G
203833,G
203026,G
1629484,C
1642324,G
1628932,C
204329,C
202641,G
1641660,G
1642288,F
1628882,G
204324,F
203824,G
203855,F
1628915,G
1630996,G-F
1630101,G
1630462,G
1642287,F
1628922,F-C
203406,G
1629574,C
1630151,G
1641649,F
1629567,G
1629524,F
1629501,F
1628508,F
1627675,G
1641657,F
203825,G
1628899,F
1629483,F
1642293,F
1642320,G
1642301,G
1629568,G-F
203866,F
1631055,C
1630142,F
1641602,G
1629477,G
202664,G
1627668,F
1627673,C
204335,G-F
204333,G
1627674,G-F
100940,G
1630442,F
1631056,G
1629482,G
204296,F-G
1642298,G
1630114,F
1642294,G
1628881,F
203398,C
1642299,G
203014,F
203400,G
1628931,F
1630115,F
1629496,F-C
1628920,C
1641651,F
204319,G
1628244,G
1628927,G-F
1631022,C-F
1630134,G
1631021,F
1631141,G
1628878,G
1628279,G
1631083,F
1642290,F
203828,C
1628278,G
1642210,G
1628317,G
